mine1,com.brilliant.connect.com.bd,9,10123,l,wl,GOOGLE_C2DM,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,AudioMix,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,*vibrator*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,com.beint.zangi.ZangiApplication,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.brilliant.connect.com.bd,9,10123,l,wl,WindowManager,0,f,0,-1,-1,-1,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,*alarm*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,orca_notification_clearFriendInstall,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,orca_notification_notifyFolderCounts,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,orca_notification_clearThreadNotification,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,*job*/com.facebook.orca/com.facebook.browser.lite.BrowserLiteIntentService,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine1,com.facebook.orca,9,10091,l,wl,*job*/com.facebook.orca/com.facebook.conditionalworker.ConditionalWorkerService,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,GOOGLE_C2DM,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,AudioMix,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,*vibrator*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,com.beint.zangi.ZangiApplication,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.brilliant.connect.com.bd,9,10123,l,wl,WindowManager,0,f,0,-1,-1,-1,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,*alarm*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,orca_notification_clearFriendInstall,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,orca_notification_notifyFolderCounts,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,orca_notification_clearThreadNotification,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,*job*/com.facebook.orca/com.facebook.browser.lite.BrowserLiteIntentService,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine2,com.facebook.orca,9,10091,l,wl,*job*/com.facebook.orca/com.facebook.conditionalworker.ConditionalWorkerService,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,GOOGLE_C2DM,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,AudioMix,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,*vibrator*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,com.beint.zangi.ZangiApplication,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.brilliant.connect.com.bd,9,10123,l,wl,WindowManager,0,f,0,-1,-1,-1,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.facebook.orca,9,10091,l,wl,*alarm*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.facebook.orca,9,10091,l,wl,orca_notification_clearFriendInstall,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.facebook.orca,9,10091,l,wl,*launch*,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.facebook.orca,9,10091,l,wl,orca_notification_notifyFolderCounts,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
mine3,com.facebook.orca,9,10091,l,wl,orca_notification_clearThreadNotification,0,f,0,0,0,0,0,p,0,0,0,0,0,bp,0,0,0,0,0,w,0,0,0,0
